part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
No,8,No,2,Engineer,44,48,54,53,83,29,44
Yes,16,Yes,30,Doctor,73,76,74,38,100,48,70
Yes,13,Yes,15,Entrepreneur,53,42,82,9,11,92,20
No,17,No,29,Entrepreneur,12,67,66,83,76,34,79
Yes,23,Yes,19,Entrepreneur,24,87,68,14,4,53,85
No,18,Yes,30,Entrepreneur,55,55,17,97,74,55,7
No,29,No,15,Entrepreneur,78,11,75,97,57,66,53
No,4,Yes,7,Doctor,52,27,31,88,56,11,26
No,13,Yes,25,Engineer,46,59,47,33,63,77,18
Yes,25,No,6,Teacher,35,18,85,27,89,84,57
Yes,15,No,14,Entrepreneur,38,17,81,67,32,23,43
Yes,14,No,15,Teacher,30,26,45,14,80,89,31
Yes,8,Yes,25,Entrepreneur,4,55,0,23,3,73,65
No,24,No,29,Doctor,14,66,82,64,62,3,57
Yes,4,Yes,23,Engineer,85,65,41,10,75,50,54
No,25,No,16,Doctor,48,33,37,80,87,43,70
No,27,Yes,26,Entrepreneur,52,30,0,45,13,98,47
Yes,21,No,20,Artist,13,35,38,91,90,64,7
No,3,Yes,30,Artist,85,12,17,46,31,90,27
Yes,1,Yes,13,Entrepreneur,95,64,0,66,51,16,13
Yes,4,No,12,Doctor,94,28,23,51,64,88,22
Yes,27,No,5,Engineer,96,61,4,78,89,26,37
No,0,Yes,25,Teacher,39,81,62,17,61,80,33
No,13,No,21,Entrepreneur,50,57,28,83,52,5,8
Yes,12,Yes,24,Doctor,10,79,35,88,34,62,47
Yes,2,Yes,18,Teacher,59,75,25,29,49,8,56
No,3,No,6,Artist,89,45,11,90,57,34,97
Yes,20,No,17,Teacher,17,69,2,94,10,21,14
No,3,Yes,12,Engineer,23,35,19,18,58,10,24
No,0,No,10,Artist,62,53,69,86,79,51,95
No,21,No,6,Engineer,26,7,42,20,83,54,47
Yes,10,Yes,25,Doctor,83,66,93,29,81,33,5
No,22,Yes,30,Teacher,88,0,37,3,40,40,34
Yes,18,Yes,13,Doctor,15,0,54,12,32,4,22
Yes,10,Yes,18,Doctor,6,68,81,53,48,0,24
Yes,23,No,0,Artist,79,21,8,44,25,76,22
Yes,1,No,9,Engineer,66,93,72,80,91,37,74
Yes,6,No,15,Artist,25,49,94,61,12,0,18
Yes,13,No,10,Teacher,68,41,73,72,47,68,94
No,9,No,1,Doctor,10,31,52,54,38,85,83
Yes,28,Yes,17,Doctor,93,42,89,48,58,44,63
Yes,22,No,0,Teacher,65,64,45,49,37,87,67
Yes,24,No,2,Engineer,95,55,91,75,53,39,20
Yes,22,Yes,24,Doctor,0,11,64,41,33,48,19
Yes,27,Yes,29,Doctor,63,92,84,89,4,36,58
No,15,No,26,Artist,79,8,96,31,72,3,27
Yes,26,Yes,4,Teacher,16,64,33,45,84,67,77
No,30,Yes,13,Doctor,72,52,9,6,13,99,96
Yes,9,Yes,3,Artist,68,100,84,41,57,40,48
No,17,No,14,Teacher,59,73,87,72,72,12,50
No,27,Yes,27,Engineer,98,96,29,41,53,7,17
Yes,14,Yes,24,Engineer,67,64,10,4,37,41,43
No,10,Yes,20,Doctor,64,61,35,17,81,8,17
Yes,13,Yes,0,Engineer,27,24,22,20,8,76,38
No,8,No,1,Teacher,43,86,87,48,12,78,54
Yes,18,No,10,Teacher,7,83,72,63,18,99,29
No,14,Yes,21,Teacher,99,86,77,89,79,35,33
Yes,16,Yes,24,Artist,7,11,79,27,87,72,54
Yes,28,Yes,3,Engineer,51,68,60,47,84,67,15
No,27,No,14,Entrepreneur,44,41,56,26,96,4,3
Yes,11,No,1,Entrepreneur,26,86,92,13,55,17,51
No,12,No,26,Teacher,74,91,35,6,28,67,0
Yes,10,No,26,Entrepreneur,66,33,76,18,73,30,82
Yes,20,Yes,3,Artist,56,96,18,20,75,44,56
No,7,No,23,Teacher,12,26,78,16,20,65,38
Yes,13,Yes,4,Doctor,3,4,11,1,58,4,21
No,25,Yes,11,Entrepreneur,70,67,61,59,23,12,10
No,21,No,27,Entrepreneur,95,49,24,69,19,46,28
No,16,No,11,Artist,51,65,56,34,43,57,5
Yes,9,Yes,10,Artist,42,96,87,84,34,23,58
Yes,2,Yes,3,Teacher,22,96,60,67,86,39,24
No,1,Yes,14,Teacher,60,71,47,69,12,62,61
No,27,Yes,27,Artist,68,84,79,80,10,87,82
Yes,11,Yes,18,Doctor,14,41,25,63,51,45,86
Yes,8,No,25,Artist,58,55,25,37,69,64,12
No,21,Yes,26,Artist,0,18,83,58,27,75,77
Yes,30,Yes,20,Artist,59,59,20,64,76,39,52
No,10,No,4,Teacher,3,42,59,22,3,95,15
Yes,16,Yes,10,Artist,69,58,87,69,15,69,98
No,21,No,22,Teacher,52,42,59,53,64,70,44
Yes,29,No,6,Artist,4,58,40,73,35,65,82
Yes,29,No,1,Engineer,7,58,67,60,70,44,13
Yes,17,Yes,11,Engineer,38,45,29,65,47,32,6
Yes,2,Yes,3,Teacher,27,91,55,1,18,12,87
No,25,No,28,Doctor,34,89,85,33,7,59,20
Yes,13,Yes,15,Teacher,20,41,48,89,77,30,25
Yes,19,Yes,11,Teacher,45,93,17,57,89,48,25
No,20,Yes,11,Engineer,74,3,35,16,14,79,43
No,28,No,29,Engineer,78,79,78,71,23,12,97
No,4,Yes,2,Entrepreneur,95,29,58,78,18,45,9
No,17,Yes,26,Doctor,92,7,78,67,16,92,82
Yes,18,No,2,Engineer,49,24,23,56,84,57,42
Yes,21,Yes,14,Artist,77,2,91,23,55,11,11
Yes,28,No,16,Artist,12,65,99,91,77,52,13
No,24,No,18,Doctor,76,73,46,9,57,67,14
Yes,16,Yes,6,Teacher,89,98,88,12,19,87,52
Yes,24,No,20,Entrepreneur,39,10,55,72,21,39,29
No,23,No,0,Engineer,26,68,13,0,40,53,32
Yes,16,Yes,11,Engineer,90,75,71,36,1,16,96
No,16,Yes,4,Artist,99,93,28,91,58,90,47
Yes,18,No,21,Teacher,30,67,1,82,81,12,33
No,20,No,10,Artist,46,84,79,97,73,74,44
Yes,10,No,26,Entrepreneur,8,27,16,21,63,15,13
Yes,10,Yes,15,Artist,7,57,36,6,95,24,50
Yes,23,No,1,Teacher,15,21,33,5,49,80,42
No,19,No,18,Teacher,17,2,20,19,37,69,50
No,4,No,24,Engineer,2,98,4,60,47,57,59
Yes,22,Yes,23,Doctor,92,11,23,15,9,41,9
No,5,No,7,Doctor,60,64,65,28,2,11,73
No,25,No,3,Teacher,52,75,62,26,85,51,74
No,16,Yes,18,Doctor,95,4,56,82,60,30,1
Yes,7,Yes,3,Entrepreneur,34,7,39,73,96,75,81
No,8,Yes,13,Teacher,86,13,64,88,61,52,55
Yes,9,No,18,Teacher,51,2,51,3,67,42,86
Yes,20,No,16,Entrepreneur,58,61,56,84,9,57,16
Yes,29,No,13,Engineer,11,8,93,16,6,96,73
Yes,9,Yes,13,Entrepreneur,51,24,55,59,7,83,11
No,18,Yes,0,Teacher,37,52,12,5,76,51,18
Yes,30,No,11,Entrepreneur,96,70,79,26,76,60,76
No,1,Yes,22,Engineer,51,21,95,60,46,17,73
No,11,No,25,Doctor,84,15,25,90,56,75,0
Yes,18,No,24,Engineer,41,18,74,85,0,71,50
Yes,11,Yes,1,Engineer,20,78,37,5,87,88,46
No,18,Yes,5,Teacher,10,89,7,2,84,2,2
Yes,22,No,19,Doctor,100,18,8,80,51,26,7
No,5,No,18,Entrepreneur,14,48,4,91,74,33,38
No,5,No,16,Artist,67,61,72,40,70,33,92
No,23,No,30,Teacher,49,57,5,1,40,88,6
Yes,23,No,8,Artist,56,79,64,52,11,52,4
Yes,1,Yes,18,Artist,11,69,46,0,11,35,59
Yes,10,Yes,23,Artist,92,20,21,71,19,8,59
Yes,4,No,20,Teacher,95,64,8,99,78,6,70
Yes,8,Yes,26,Engineer,86,96,36,54,67,44,100
Yes,25,No,6,Engineer,25,39,84,65,40,16,11
Yes,10,No,9,Artist,14,57,86,98,12,5,73
No,0,Yes,24,Artist,74,81,51,9,49,93,7
No,9,No,12,Teacher,21,14,30,8,17,93,2
No,23,Yes,5,Engineer,88,90,79,80,48,67,60
Yes,24,No,17,Doctor,17,94,75,74,60,17,54
No,3,Yes,6,Teacher,98,27,5,1,94,86,62
Yes,8,Yes,15,Teacher,53,55,87,86,68,89,0
No,0,Yes,20,Engineer,77,100,9,94,22,0,48
Yes,23,Yes,26,Engineer,47,64,14,60,82,64,89
Yes,30,Yes,30,Artist,89,92,5,12,29,76,92
No,20,No,19,Entrepreneur,88,65,87,45,3,18,26
Yes,26,Yes,0,Engineer,14,92,89,29,29,73,35
No,26,Yes,9,Doctor,12,13,24,77,42,48,98
No,23,No,24,Doctor,79,28,54,72,88,40,83
No,14,Yes,26,Doctor,96,8,50,67,52,82,68
Yes,3,No,11,Doctor,89,17,40,44,92,26,27
Yes,28,Yes,18,Entrepreneur,38,94,83,20,57,82,67
No,17,No,23,Engineer,62,1,100,75,28,58,45
No,17,Yes,27,Doctor,6,42,14,38,15,8,61
Yes,10,No,26,Teacher,32,71,87,100,0,3,89
No,15,No,21,Engineer,15,87,57,17,40,90,83
Yes,23,Yes,6,Artist,28,57,89,1,66,56,64
No,9,Yes,9,Entrepreneur,5,4,28,57,8,16,58
Yes,7,Yes,0,Teacher,48,73,65,35,69,42,50
No,1,No,4,Artist,14,90,75,27,52,95,87
No,27,No,14,Entrepreneur,91,52,65,60,93,47,87
No,25,No,20,Doctor,41,21,3,77,12,82,68
No,23,No,21,Doctor,87,83,88,7,55,79,3
Yes,16,Yes,2,Entrepreneur,52,93,39,38,38,24,69
Yes,7,Yes,22,Artist,99,11,76,19,73,72,57
No,23,No,20,Engineer,40,12,84,77,68,16,5
No,26,No,20,Artist,68,28,10,67,62,11,79
No,2,Yes,22,Teacher,41,49,67,8,91,68,47
No,11,No,17,Engineer,10,43,88,50,91,39,66
No,17,Yes,7,Artist,20,97,65,12,74,57,94
No,9,Yes,7,Entrepreneur,15,13,68,17,19,28,50
No,2,No,29,Doctor,25,27,71,26,83,48,97
Yes,17,Yes,14,Artist,6,31,73,31,12,98,93
Yes,0,No,19,Doctor,0,98,12,43,83,41,2
Yes,1,Yes,23,Teacher,66,31,23,34,73,23,40
Yes,5,Yes,16,Doctor,46,49,63,71,47,42,46
No,21,Yes,18,Artist,26,72,1,29,28,90,46
Yes,18,Yes,23,Doctor,23,33,70,34,75,42,0
No,10,Yes,19,Entrepreneur,22,33,18,13,95,29,29
Yes,4,No,20,Artist,79,51,86,61,89,92,54
Yes,5,Yes,1,Doctor,68,34,33,79,31,40,63
Yes,18,Yes,19,Doctor,58,98,65,88,29,95,95
No,3,Yes,25,Teacher,41,24,30,69,24,71,80
Yes,1,No,4,Artist,85,3,45,73,88,39,70
Yes,27,No,4,Teacher,40,84,22,45,90,86,66
No,26,No,10,Engineer,56,64,18,48,13,19,68
No,2,No,21,Artist,64,92,46,67,15,50,81
Yes,6,Yes,24,Teacher,66,35,41,80,15,93,16
Yes,29,No,3,Engineer,86,59,41,18,94,11,51
No,22,No,2,Artist,34,40,87,38,4,91,92
Yes,4,Yes,28,Artist,0,80,59,21,4,71,40
Yes,17,No,29,Engineer,98,85,43,18,8,47,9
No,23,No,7,Artist,92,93,99,97,12,84,20
Yes,27,Yes,15,Teacher,24,22,52,53,85,77,92
Yes,14,Yes,2,Teacher,43,73,22,84,83,31,23
Yes,26,Yes,0,Doctor,19,73,93,95,51,77,19
Yes,27,No,13,Artist,42,74,69,91,64,19,95
No,6,Yes,8,Engineer,55,70,76,68,44,61,52
Yes,4,No,23,Artist,84,12,1,75,61,22,21
Yes,18,No,21,Engineer,5,96,24,35,44,41,71
Yes,15,No,14,Doctor,43,28,40,35,70,12,18
No,7,No,4,Doctor,11,96,19,80,81,51,57
No,20,No,12,Artist,75,69,19,22,6,41,38
No,13,No,22,Teacher,58,27,5,87,73,67,72
No,26,Yes,23,Entrepreneur,65,10,69,30,66,25,4
No,1,No,21,Engineer,90,31,89,38,68,14,73
Yes,28,Yes,4,Engineer,82,12,84,57,85,6,44
No,26,No,19,Teacher,48,86,39,57,84,82,62
Yes,4,Yes,4,Doctor,14,17,3,68,13,5,62
No,6,No,9,Teacher,40,79,65,3,67,2,4
No,19,No,5,Engineer,15,12,83,89,61,16,90
No,9,Yes,5,Entrepreneur,19,83,14,61,70,90,14
Yes,26,Yes,1,Teacher,63,80,87,15,79,48,14
Yes,28,Yes,11,Entrepreneur,60,34,59,98,19,79,21
No,10,No,19,Engineer,17,71,51,84,49,94,53
Yes,0,No,13,Entrepreneur,17,73,60,37,28,9,88
Yes,21,Yes,27,Doctor,87,93,99,91,21,36,45
No,7,No,1,Teacher,85,46,31,86,84,4,94
Yes,8,Yes,9,Entrepreneur,43,55,89,22,70,65,86
No,16,Yes,27,Artist,40,42,1,29,50,84,45
Yes,26,No,23,Engineer,78,52,32,100,57,94,79
Yes,3,No,23,Entrepreneur,79,6,94,62,53,24,37
Yes,2,Yes,16,Teacher,23,99,93,1,14,75,73
Yes,10,No,15,Entrepreneur,17,92,86,31,8,95,14
Yes,6,Yes,30,Entrepreneur,83,27,35,56,9,23,46
Yes,30,Yes,19,Teacher,25,90,16,75,68,18,39
No,27,No,10,Teacher,73,91,61,34,41,95,55
No,14,No,14,Doctor,21,16,22,90,1,3,63
Yes,2,Yes,1,Doctor,71,8,69,2,83,67,86
No,3,Yes,2,Engineer,36,25,86,13,95,14,65
Yes,17,No,17,Doctor,99,40,23,11,47,37,53
Yes,13,Yes,22,Artist,17,53,100,37,78,20,44
Yes,30,No,9,Entrepreneur,85,94,56,15,92,100,9
Yes,14,No,5,Artist,41,54,1,75,100,65,88
Yes,1,Yes,16,Artist,12,30,95,86,27,77,37
Yes,0,No,28,Teacher,51,36,71,55,63,20,51
No,23,Yes,14,Doctor,8,91,60,17,1,22,72
No,18,Yes,13,Teacher,2,27,70,16,70,72,51
No,24,No,0,Entrepreneur,49,88,43,98,99,86,69
No,9,Yes,19,Engineer,65,68,83,59,6,74,60
No,28,Yes,22,Artist,15,26,67,34,61,44,32
Yes,2,No,21,Doctor,21,57,86,8,13,29,28
No,21,No,10,Entrepreneur,19,7,73,25,64,33,0
Yes,19,Yes,29,Entrepreneur,77,49,1,5,92,84,65
No,9,Yes,20,Doctor,19,57,85,76,30,17,39
No,0,No,7,Entrepreneur,70,32,54,2,73,89,90
No,0,No,4,Doctor,89,82,86,26,85,42,80
Yes,13,No,11,Engineer,19,6,24,24,68,31,54
Yes,16,No,22,Entrepreneur,93,84,59,85,95,24,58
No,2,No,23,Teacher,25,32,60,35,27,1,66
No,27,Yes,15,Entrepreneur,23,34,17,22,55,95,88
Yes,9,No,22,Entrepreneur,8,68,83,10,23,59,32
No,9,Yes,0,Artist,66,67,52,78,98,75,76
No,15,Yes,17,Entrepreneur,52,17,88,7,74,61,50
Yes,10,No,6,Doctor,4,37,12,47,5,92,31
Yes,26,Yes,19,Artist,58,59,28,66,63,1,79
Yes,1,No,19,Engineer,66,89,90,38,27,43,100
No,29,Yes,9,Artist,49,51,9,86,59,34,46
No,30,Yes,13,Doctor,27,8,83,27,12,67,79
No,3,No,28,Teacher,2,20,2,74,32,90,65
No,2,No,22,Engineer,84,63,36,67,52,90,52
Yes,5,No,4,Engineer,49,35,63,59,64,10,17
No,3,Yes,16,Teacher,98,73,34,73,55,56,60
No,8,Yes,22,Entrepreneur,37,85,17,13,21,85,60
No,8,No,16,Entrepreneur,26,63,81,98,69,21,93
Yes,1,Yes,0,Artist,26,68,42,71,18,2,21
No,0,No,16,Teacher,0,26,65,57,89,8,16
Yes,18,Yes,11,Teacher,40,88,31,93,48,95,17
Yes,6,No,11,Entrepreneur,75,52,96,60,1,76,28
Yes,18,No,20,Artist,96,29,59,76,8,44,87
Yes,6,Yes,3,Doctor,82,95,30,92,79,0,51
Yes,12,No,10,Doctor,66,83,4,4,35,51,31
No,1,No,1,Teacher,9,41,82,49,56,72,67
No,14,No,24,Doctor,6,38,73,90,85,87,45
Yes,25,Yes,21,Doctor,69,30,68,92,14,16,21
Yes,14,Yes,7,Teacher,58,8,34,95,13,9,20
No,10,No,29,Entrepreneur,18,31,14,37,7,37,2
No,8,Yes,28,Engineer,47,60,18,10,88,34,79
No,2,No,22,Engineer,66,35,70,51,55,37,76
Yes,27,Yes,1,Artist,16,20,98,51,51,86,64
No,5,No,3,Entrepreneur,41,64,25,12,97,90,21
No,6,Yes,14,Artist,47,47,70,77,34,3,82
No,16,Yes,15,Artist,71,83,25,9,44,20,36
Yes,1,Yes,30,Teacher,10,75,26,74,36,22,26
No,5,Yes,9,Entrepreneur,10,81,50,40,88,62,38
No,15,Yes,8,Artist,73,95,63,88,66,74,20
Yes,19,No,29,Entrepreneur,70,62,39,10,61,47,32
No,11,Yes,21,Artist,58,1,32,86,99,40,26
No,15,Yes,4,Doctor,59,54,60,40,76,86,62
No,22,No,14,Teacher,40,29,73,65,34,91,87
Yes,8,Yes,2,Entrepreneur,71,65,3,48,91,10,72
Yes,12,No,6,Teacher,45,49,38,13,58,61,71
No,10,Yes,22,Artist,39,1,29,97,21,62,65
Yes,15,No,0,Doctor,95,91,99,88,85,64,78
No,19,No,22,Doctor,57,17,26,69,37,31,99
No,12,Yes,22,Teacher,20,36,68,65,48,7,77
No,18,No,0,Entrepreneur,75,28,49,29,31,18,63
No,28,No,12,Engineer,5,70,30,57,40,51,61
No,13,Yes,9,Artist,8,23,59,34,60,99,61
Yes,28,Yes,19,Artist,95,45,52,8,61,29,58
No,8,Yes,5,Engineer,10,88,33,18,80,66,30
Yes,27,Yes,8,Engineer,81,63,43,11,73,76,26
Yes,19,Yes,16,Entrepreneur,58,39,68,31,35,77,74
No,7,Yes,8,Engineer,44,3,60,60,46,5,31
No,0,No,7,Engineer,90,6,0,74,24,15,89
Yes,9,No,16,Doctor,71,56,70,87,15,21,75
No,1,No,2,Teacher,58,54,36,43,81,42,6
Yes,25,Yes,25,Entrepreneur,24,65,35,0,96,80,47
No,9,No,16,Entrepreneur,87,93,43,76,8,80,77
No,3,No,13,Doctor,11,52,33,6,36,12,45
Yes,26,Yes,0,Entrepreneur,69,49,88,64,45,21,44
No,13,No,18,Artist,37,36,85,4,60,67,60
No,14,Yes,12,Entrepreneur,11,24,42,41,5,45,88
Yes,21,Yes,28,Entrepreneur,5,51,48,4,28,62,41
No,27,No,30,Artist,51,6,33,54,97,75,81
No,18,No,19,Teacher,11,47,45,0,7,53,23
No,0,Yes,14,Entrepreneur,96,24,82,58,87,62,90
No,25,Yes,17,Entrepreneur,86,45,59,51,33,31,9
No,5,No,20,Doctor,62,10,25,23,21,56,38
No,0,Yes,2,Doctor,1,62,32,28,40,64,16
Yes,27,No,2,Teacher,94,52,90,70,99,100,98
No,22,No,29,Engineer,90,44,63,11,19,96,37
No,9,No,11,Engineer,85,38,32,82,99,90,23
No,19,No,26,Doctor,61,38,1,36,36,99,57
Yes,6,Yes,8,Engineer,67,37,51,66,1,9,44
No,8,Yes,20,Artist,90,95,72,21,31,28,36
No,23,Yes,10,Entrepreneur,35,17,44,81,37,97,16
Yes,0,No,28,Engineer,55,87,16,81,27,20,11
No,18,No,23,Engineer,34,50,96,70,66,15,58
No,26,No,25,Teacher,21,25,54,1,44,21,96
Yes,29,No,20,Artist,93,67,63,89,44,41,21
No,16,Yes,11,Artist,88,71,49,51,95,88,19
Yes,13,Yes,16,Artist,42,16,86,58,37,98,28
Yes,10,No,2,Engineer,4,13,67,99,39,68,18
No,18,Yes,5,Doctor,82,9,0,87,37,41,41
No,22,Yes,2,Entrepreneur,30,98,53,80,78,41,86
Yes,14,No,8,Doctor,83,46,32,83,5,6,54
No,24,No,9,Teacher,91,34,21,12,44,100,64
Yes,16,Yes,26,Entrepreneur,29,97,70,65,0,94,46
Yes,7,Yes,14,Teacher,10,85,8,3,72,49,91
No,8,Yes,21,Teacher,99,94,51,23,54,66,17
Yes,26,Yes,10,Entrepreneur,73,4,37,2,50,65,43
Yes,1,Yes,15,Teacher,79,80,59,4,3,38,2
Yes,13,Yes,15,Artist,77,98,2,42,17,9,92
No,1,No,25,Artist,50,14,20,6,4,45,3
Yes,19,No,4,Artist,90,29,91,89,72,73,42
No,1,Yes,21,Doctor,42,70,9,30,66,65,17
Yes,13,Yes,10,Entrepreneur,43,12,68,34,50,99,14
Yes,10,Yes,19,Engineer,65,44,42,66,70,15,19
Yes,5,No,4,Doctor,77,7,15,98,59,20,73
Yes,14,Yes,2,Entrepreneur,6,95,62,76,86,86,68
Yes,24,Yes,14,Entrepreneur,21,51,38,1,87,47,70
Yes,5,No,11,Teacher,91,80,93,55,42,19,97
Yes,26,No,10,Artist,62,84,100,89,64,29,77
Yes,3,No,28,Artist,92,9,22,64,55,88,35
Yes,21,No,26,Entrepreneur,97,33,38,59,32,12,90
Yes,21,No,7,Doctor,45,87,94,64,50,50,20
Yes,23,Yes,28,Artist,78,8,75,96,83,10,31
Yes,25,No,10,Artist,15,33,70,54,10,26,69
Yes,8,No,0,Engineer,38,79,49,27,31,28,93
No,15,Yes,0,Artist,80,61,75,55,13,32,78
Yes,27,Yes,22,Teacher,96,1,31,61,49,71,97
Yes,26,Yes,22,Engineer,52,66,13,88,55,26,80
No,2,No,3,Artist,34,27,96,98,39,82,38
No,1,No,14,Artist,13,20,24,48,59,21,25
No,28,No,9,Artist,50,55,0,46,19,53,65
Yes,3,Yes,12,Teacher,64,3,16,16,78,89,19
Yes,7,No,9,Engineer,43,74,53,9,42,25,100
No,18,Yes,13,Engineer,82,85,70,25,100,19,24
Yes,27,Yes,3,Entrepreneur,67,38,82,45,32,4,78
Yes,24,No,25,Entrepreneur,31,8,14,20,76,50,83
Yes,30,Yes,27,Entrepreneur,38,8,48,95,25,40,76
Yes,22,Yes,6,Teacher,70,68,92,70,53,59,29
No,19,No,23,Doctor,58,70,40,9,31,50,64
No,28,Yes,20,Teacher,4,98,59,3,28,87,78
Yes,15,Yes,23,Engineer,40,80,88,9,96,35,60
No,29,No,1,Entrepreneur,79,7,6,4,9,32,39
No,21,No,8,Artist,72,37,8,52,48,73,76
Yes,12,No,3,Engineer,3,76,4,50,83,17,76
No,6,Yes,29,Teacher,31,34,39,8,1,43,55
No,12,Yes,29,Teacher,96,24,84,72,1,46,16
Yes,17,Yes,12,Teacher,46,28,72,12,84,7,66
No,28,No,2,Engineer,19,15,44,49,28,27,36
No,30,No,26,Artist,100,25,70,84,94,60,4
Yes,0,No,0,Doctor,96,34,83,88,96,56,7
No,11,Yes,28,Entrepreneur,17,60,19,44,56,68,47
No,8,No,1,Entrepreneur,11,67,42,52,32,32,100
No,29,No,22,Entrepreneur,44,27,27,55,37,31,26
Yes,9,No,18,Doctor,71,98,31,80,3,7,36
No,18,No,14,Doctor,72,3,32,97,39,2,71
Yes,17,No,25,Engineer,26,34,1,35,17,57,92
No,28,No,7,Entrepreneur,24,67,19,16,87,44,21
No,24,No,15,Doctor,67,57,98,52,78,49,71
Yes,28,No,5,Teacher,5,36,26,94,40,53,32
Yes,16,Yes,22,Artist,14,33,19,45,15,53,72
No,20,Yes,7,Doctor,16,100,100,32,25,53,87
Yes,5,Yes,27,Engineer,66,85,50,70,96,35,26
No,17,Yes,13,Doctor,4,69,40,23,55,37,56
Yes,6,No,2,Teacher,30,2,88,25,9,11,11
No,4,No,1,Engineer,38,96,8,46,8,80,91
No,27,No,13,Doctor,42,32,94,41,25,90,64
No,27,No,13,Engineer,75,24,48,71,23,72,36
No,5,No,30,Teacher,37,65,78,18,5,25,8
Yes,29,Yes,1,Engineer,41,10,20,84,32,6,32
No,10,Yes,1,Engineer,87,100,71,90,26,68,30
Yes,8,No,9,Artist,82,5,72,27,44,77,30
Yes,28,No,7,Entrepreneur,3,56,3,46,24,21,21
No,2,No,0,Artist,14,94,65,11,12,23,70
Yes,11,No,1,Teacher,26,27,24,68,61,45,20
Yes,7,No,8,Doctor,25,89,73,72,24,55,48
Yes,9,No,9,Entrepreneur,77,16,0,82,43,59,3
No,7,Yes,16,Artist,56,44,48,43,70,2,82
Yes,25,No,3,Teacher,50,52,78,24,10,95,32
No,11,Yes,18,Doctor,25,86,62,31,78,9,18
No,14,No,8,Entrepreneur,70,52,5,63,47,66,83
No,4,No,12,Teacher,85,55,14,71,83,62,79
Yes,0,No,18,Artist,17,93,53,90,21,73,6
No,6,Yes,24,Engineer,31,76,56,73,18,83,5
Yes,9,No,25,Artist,73,69,16,65,51,46,81
Yes,0,Yes,13,Doctor,77,81,56,87,90,23,18
No,3,No,24,Teacher,92,80,85,42,90,43,56
Yes,5,Yes,29,Entrepreneur,85,44,68,49,50,22,86
No,0,No,4,Doctor,13,64,42,0,66,2,74
No,10,No,3,Entrepreneur,43,70,31,84,23,46,37
Yes,13,No,23,Engineer,97,62,39,80,96,63,69
No,12,No,18,Entrepreneur,1,76,42,39,78,57,8
Yes,13,Yes,15,Entrepreneur,78,96,4,8,10,55,52
No,26,No,28,Entrepreneur,73,0,36,30,43,66,68
Yes,9,Yes,6,Teacher,49,60,24,69,13,50,16
No,30,No,2,Artist,94,51,97,94,16,11,86
Yes,26,No,6,Doctor,75,90,9,26,27,23,27
Yes,30,Yes,30,Artist,73,2,77,68,15,67,14
No,17,Yes,2,Entrepreneur,17,4,82,15,95,58,58
Yes,18,Yes,17,Engineer,56,74,28,54,31,89,78
Yes,18,Yes,30,Engineer,49,29,62,18,18,23,21
Yes,15,No,14,Doctor,48,45,72,55,90,21,40
Yes,15,Yes,24,Engineer,67,74,94,12,97,0,86
Yes,10,Yes,5,Artist,57,34,99,6,15,30,11
No,0,No,27,Engineer,36,45,52,19,8,46,86
No,11,No,7,Entrepreneur,90,43,10,24,71,10,6
Yes,16,Yes,6,Engineer,80,98,35,98,27,74,48
No,9,Yes,12,Teacher,45,71,43,59,84,43,61
No,17,No,24,Engineer,98,55,13,6,94,47,6
No,16,No,17,Entrepreneur,38,91,14,24,85,31,93
Yes,4,Yes,8,Teacher,65,60,56,74,54,4,99
No,20,Yes,18,Doctor,40,81,21,29,19,67,5
No,25,Yes,7,Artist,73,91,34,74,53,81,95
No,4,Yes,10,Artist,51,10,35,73,36,49,20
Yes,20,No,23,Entrepreneur,8,97,87,93,68,32,70
No,14,Yes,2,Entrepreneur,13,41,64,21,11,46,4
No,19,Yes,13,Engineer,76,16,99,59,42,5,24
Yes,29,No,7,Engineer,36,4,83,86,60,16,17
No,30,No,29,Engineer,85,71,37,11,5,44,86
No,26,No,10,Doctor,29,57,83,8,83,26,30
Yes,6,Yes,9,Teacher,12,45,3,16,27,3,3
Yes,28,No,6,Entrepreneur,7,26,20,97,22,46,83
No,24,Yes,8,Doctor,25,79,51,71,1,65,11
Yes,20,Yes,26,Doctor,98,15,73,33,76,49,85
No,10,Yes,4,Engineer,28,6,90,90,73,68,0
Yes,26,Yes,1,Engineer,64,24,66,0,59,26,27
Yes,14,No,14,Artist,22,96,9,99,50,7,75
No,9,Yes,6,Teacher,52,58,49,85,92,3,25
No,20,Yes,18,Engineer,87,93,97,23,26,91,10
Yes,29,Yes,2,Teacher,52,57,45,24,18,34,82
No,8,No,27,Teacher,72,17,70,19,83,28,40
Yes,5,Yes,3,Entrepreneur,96,36,25,74,81,24,32
No,6,Yes,16,Doctor,67,26,91,81,52,2,87
Yes,20,Yes,22,Artist,60,9,68,8,32,26,24
No,10,Yes,20,Artist,60,97,5,72,35,54,10
No,21,No,20,Engineer,75,74,90,6,21,28,74
No,13,No,15,Teacher,58,51,79,99,9,10,98
No,21,No,26,Teacher,52,41,56,3,69,62,32
No,21,Yes,21,Engineer,31,84,16,61,47,37,87
Yes,16,Yes,30,Teacher,28,12,56,29,5,3,59
